,summary,severity
1926,org.eclipse.ui.trace.traceComponents should document how to add DebugOptionsListener,trivial
1927,API problems listed with 4.4.0.I20140415-0800,major
1928,Run as -> Eclipse Applicaton empty in PDE perspective,major
1930,Very long build times after plugin manifest update,critical
1932,missing about.html in 'source' jar,major
1933,Build Update Site Fails with NullPointerException,major
1934,[target][p2] Update function of target editor does not re-resolve target,critical
1935,NPE Launching a launch config,blocker
1937,DVT44: Broken Link in documentation,trivial
1938,Java 8 API errors on ZonedDateTime#isBefore(ChronoZonedDateTime) and #toEpochSecond(),major
1939,Product Export Wizard Fails with NullPointerException in Luna,major
1940,Plugin references search won't show features,minor
1941,[target][p2] Update function of target editor does not re-resolve target,critical
1942,Move JavadocHoverStyleSheet.css to css folder,trivial
1943,[target] User cannot reload p2 target after error resolving,major
1944,problem resolving target platform,critical
1945,[perspective] The show in menu for PDE perspective should include package explorer,trivial
1946,[patch] 'Remove' Button is missing in Feature Editor,trivial
1947,"In plugin.xml editor, when selecting ""extension"" tab and clicking existing items in the list, a NPE occurs",major
1948,[target] Provide reload button in target editor to re-resolve p2 locations,major
1949,Deployable plug-ins and Fragments,major
1951,Unable to create new Target Platform,critical
1952,No functionality to disable split editor feature in Luna,major
1953,Errors during saving the plugin descriptor file,major
1954,2 Junit failures due to removal of Mac 32 bit platform,major
1955,Add required bundles option looks completely broken,major
1956,[target] Plug-in model initialization from p2 based target can block Eclipse startup,major
1957,Magic in plugin.xml file opened with PDE editor,major
1959,[patch] [LogView] Does not show log entry if size of sub-entries exceeds 1MB (1024*1024 bytes),major
1960,Target platform doesn't work anymore when at least one plug-in is deselected.,major
1961,Compile failure in I20141209-0800,blocker
1962,[LogView] Group by session for imported log entry doesn't work if size of sub-entries exceeds 1MB (1024*1024 bytes),major
1963,Eclipse cannot export bundles that use linked sources,major
1964,Numerous API tools failure on latest 4.5 build due to NPE in ApiAnalysisBuilder.toString(),critical
1967,Can't right-click items in manifest editor's extensions tab on OSX,major
1968,testRegexExcludeList is not called,minor
1969,API Tools doesn't report breakage if a visibility:=reexport was removed,major
1970,Problems delivering events,major
1971,[patch] [target] Dont increment sequence number during reload and provide tooltips for reload and update,major
1972,Agent modeling tools unable to install,critical
1973,[target] Reload dirties the target editor.,major
1974,org.eclipse.pde.internal.core.SearchablePluginsManager.computeContainerClasspathEntries() has race conditions / timing dependencies,major
1975,jars.extra.classpath fails when JAR location is in nested project,major
1976,Erroneous generated config.ini prevents RCP app from launching,major
1977,Product Editor: Convert Preferences Wizard deletes comments from existing file,major
1979,API Baseline chooser has no mnemonics,trivial
1980,"[Templates] Syntax error after generating a project with the ""RCP 3.x application with a view"" template",major
1982,[regression] Eclipse Application icon disappeared,critical
1983,[Templates] plugin.xml contains wrong name - should match name in generated product file,major
1984,Launch validation doesn't find plugin needed in two versions,major
1985,[target] Space in PI instruction of plugin.xml leads to corruption of target platform state,critical
1986,[patch] Target platform misses bundle after version of workspace bundle gets changed,major
1987,Misses visibility reduction of API fields (public constants),major
1988,API tools report API breakage if default methods are introduced,major
1990,For Mars stream(4.5.2) - Launch validation doesn't find plugin needed in two versions,major
1991,WindowBuilder Editor Plug-in: changing layout causes duplicated code. FormLayout unusable in MARS,major
1992,80 second hang during startup (while splash screen still showing),major
1994,[apitools] Method lookups must use type erased signatures,major
1995,is there any way to highlight all selected word in eclipse for jsp css and js,critical
1996,NPE in StyledBundleLabelProvider.getImage,major
1997,The DSAnnotationCompilationParticipant should be disabled for binary PDE projects,major
1999,AnnotationVisitor has 1 non-exeternalized string,trivial
2000,"crash when clicking ""Open Extension Point Description"" in PDE editor",major
2001,Resource '/ ' does not exist,major
2002,Colon missing in Unsupported use of API annotations preference option,trivial
2003,NPE in Target Definition Editor,major
2005,API Analysis Builder broken for multi-version bundles,major
2006,Remove new Integer from PDE,minor
2007,Target Platform: add directory -> avoid StackOverflow -> don't break all of eclipse,critical
2008,org.eclipse.pde.ui needs to bump org.eclipse.ui lower bound: AbstractMethodError opening Feature manifest editor,major
2009,"Deprecation report fails with NumberFormatException: For input string: ""DEPRECATION""",blocker
2010,"[DS] Compile error for ""updated"" reference event method",major
2011,[patch] Typo in pluginClasspathContributors.exsd,trivial
2012,Plugins installed were not loaded when eclipse launched,major
2013,Unusual failure in performance test (no such method),major
2014,Schema description wrong for fully-qualified extension points,minor
2015,Wrong description for plugin perspective change,trivial
2016,"""Update"" target platform from dialog freezes UI",major
2017,Layout Spy window should have a title,trivial
2018,plugin workspace dependencies ignored after restart,major
2019,Target definition overrides plugin in workspace,major
2020,"Wrong ""minor version should be the same"" for bundle whose BREE has been updated. Also make unnecessary version change errors as warning by default",major
2021,Changed Execution Environment problem category needs to be merged into version category.,minor
2022,Plug-in tools menu contributed to undesirable places,critical
2023,Error Configuring “use google cloud sql instance” (App Engine SDK),major
2025,Error after importing a project,major
2026,NPE in ResolverImpl.unresolveBundle in PluginModelManager,major
2027,"[patch] Closing the project causes ""The resource tree is locked for modifications"" errors and broken PDE state",major
2028,No source found for classes without projects in the workspace if workspace contains a feature project,critical
2029,Build failure on N20161107-2000,blocker
2030,NPE in IUBundleContainer.generateBundle when setting target platform,major
2031,Switching TP makes Plugin project not workable for some time,major
2032,Missing F1 help for: Workspace p&lug-ins override target platform plug-ins with the same id,trivial
2033,Add required plugins should find the osgi capabilities,major
2034,API Tools report and IDE disagree,major
2035,java.lang.NullPointerException at org.eclipse.pde.internal.core.PluginModelManager.handleChange,major
2036,[ux] Selection after moving augmented dependency up,minor
2037,API Analysis Builder broken for multi-version bundles (2),major
2039,Test failure in I20170205-2000,major
2040,Eclipse hangs while typing in generic text editor for .target file,major
2041,Problems with bundles that re-export packages,major
2042,Adding field to enum should trigger minor bundle version problem,minor
2043,Problems with bundles that re-export packages (multi-version case),minor
2044,Errors with the generic editor PDE template,major
2045,Types not found,blocker
2046,Freeze report did not report newly added API,major
2047,[ds] Marker resolution image missing when bundle not in target platform,minor
2048,Data Studio 4.1.2 launch application error,major
2049,Data Studio 4.1.2 Application launch error,major
2050,"[patch] Plugin image browser leaks file descriptors, causing workspace crashes",major
2051,NPE trying to configure workspace setting,blocker
2053,String.chars() seems to be missing from JavaSE-1.8 execution environment,major
2054,"Regression: The ""Reload Target Platform"" dialog doesn't match the Oxygen Preferences Dialog any more",minor
2055,API Tools report no longer reports illegal implementation of interface,major
2056,Can not create ant build-files for feature containing plugin with dependency on org.eclipse.core.runtime,major
2057,'Nested' Eclipse Application Launch configuration fails to launch on Java 9 and Eclipse 4.7.1a,major
2059,Null safety: ITargetDefinition#getTargetLocations might return null,minor
2060,Fix PDE templates to generate Eclipse 3 Plug-in View,major
2061,Product Configuration Editor does not update plugin.xml,critical
2064,API tools reports incorrect errors on overriding an API method and more Java 9 related API tools issues,major
2067,Conflicting mnemonics in the plugin compiler preference page,minor
2068,[spy] Plugin spy does not display references to anonymous classes,minor
2069,StackOverflowError in DependencyManager.getDependencies,major
2071,Can't debug Eclipse installation process,major
2072,Visible type javax.* has no API description (workaround),major
2073,ProjectClasspathPreferenceChangeListener spawns massive load of Jobs during startup,critical
2074,API analyze component is taking lot of time with Java 9,major
2075,missing icon in plug-in registry view,minor
2076,The super interfaces set has been reduced for type org.eclipse.ui.views.properties.PropertySheet,critical
2077,Build failure in I20180212-2000,blocker
2078,"Replace usage of System.getProperty(""file.separator"") in PDE",trivial
2079,Replace usage of String#replaceAll by #replace in ReferenceExtractor,minor
2081,PDE Builders don't contribute to build order can result in erroneous build order,major
2083,NPE during API analysis while using Java 10,major
2085,"Multiple ""Unable to resolve superclass java.lang.Enum for"" errors",major
2088,[9] Importing multi-release JAR as binary plug-in,major
2089,Wrong version range for requirement on JDT,major
2091,Wrong version range for requirement on JDT,major
2092,Replace usage of String#replaceAll in AbstractModel,trivial
2094,Cancelling the validation dialog in the product configuration editor causes an empty error dialog,minor
2095,"More and more ""The project cannot be built until its prerequisite xxx is built"" as cycles are not detected",major
2096,"No tests found with Java 8, JUnit 5 if running ""as Plugin Tests""",major
2097,OSGi DS Annotations don't work when exporting plugins,critical
2098,product configuration editor destroys platform-specific properties,major
2100,"Unable to launch Eclipse without validation errors: ""Missing Constraint"" for almost every plugin",blocker
2101,java.lang.OutOfMemoryError: Java heap space causing test failures in api.tools tests on most platforms,major
2102,Incorrect warning on nested interface,major
2103,"Use ""Hides foobar"" in all viewer filter descriptions",trivial
2104,Launch configuration doesn't find plugin when there are two versions,major
2105,"[sonar] Resolve ""Inefficient use of keySet iterator instead of entrySet iterator""",trivial
2106,DS Builder is not building all files,critical
2107,[Error Log] Detail dialog message field has no horizontal scrollbar,minor
2108,Mark IModelProvider for deletion,minor
2110,UnsupportedOperationException from API Analysis Builder,major
2111,Avoid using deprecated InstanceScope() constructor,trivial
2112,Eclipse fails to resolve RCP/plug-ins created with Java 10+ BREE,critical
2113,[code mining] Editing a .target file make the code mining vanish (but still clickable),major
2114,[code mining] Code Minings in target editor disappear after any edit in the source,major
2115,Launch configuration - view filter affects working copy state,major
2116,[launch config wizard] Plugin selection is totally broken,blocker
2117,Trouble launching eclipse from a path with whitespace chars,critical
2118,[JUnit 5] test plugin must depend on junit runtime,major
2119,Tycho won't build - SWT missing on build path (regression),major
2120,annotations.jar is added from the install even though org.eclipse.pde.ds.annotations is in my workspace and org.eclipse.pde.ds.annotations disabled in the target platform,critical
2121,PDE Quick fix contributions hang the UI,critical
2122,[patch] UI Freeze of >800s in TargetEditor when opening editor,major
2124,"Confirm config.ini creation should not use ""Clean"" instead of ""Yes""",minor
2125,3 pde.template test failures on 1 or more platforms ( intermittent),major
2126,OSGI launch config lost startlevel and autostart values,major
2127,UI freezes on FindClassResolutionsOperation.findValidPackagesContainingSimpleType,major
2128,Investigate API errror on https://git.eclipse.org/r/c/143156/,major
2129,API Problems not reported on some configurations,major
2130,generate javax.inject import in PDE templates,critical
2132,[API Analysis application] Exceptions return success,major
2133,UI Freeze of approx 40 seconds on opening Launch Configuration Dialog,major
2134,Selecting a bundle to an OSGi Framework launch configuration with filter active destroys start level and auto-start settings,major
2135,[patch] Expanded/Contracted superset should mention which interface was added/removed,major
2136,53 test fails in pde.api.tools.tests after merging Java 13 patches to master,major
2137,features view blocks main thread for minutes,major
2138,Flukey spurious error on org.eclipse.osgi MANIFEST.MF,major
2140,Suspicious resource handling in NLResourceHelper,minor
2141,"PDE Junit Page button ""Run in UI thread"" does not use correct font",trivial
2142,PDE fails to resolve types from other plugin projects in workspace,critical
2143,Parallelization in DirectoryBundleContainer leads to sporadic classpath changes on Eclipse startup,major
2144,Warn before @since major version change quickfix,major
2145,StackOverflowError in org.eclipse.pde.internal.core.DependencyManager.getDependencies(DependencyManager.java:213),major
2147,Component cannot be seen in jframe in windowbuilder when opened,critical
2148,duplicate classpath for library on dev mode,major
2149,[15]Compilation error in Y20200814-0650,blocker
2152,"api-analysis fails with ""Unable to read repository"" due java.net.SocketTimeoutException: Read timed out",major
2153,Remove W3 validator icons from generated HTML reports,trivial
2154,RCP Application Runs in Workbench Not When Exported,blocker
2156,org.eclipse.pde.internal.ui.shared.target.TargetLocationsGroup.handleEdit() should activate bundles if neccesary,blocker
2157,PDE API Analysis Application does not recognize output from tycho-dependency-tools-plugin,major
2158,AbstractPDELaunchConfiguration ignores subtype of java marker,major
2159,Dependency resolution erroneously resolve Import-Package to TP bundle instead of JDK module,critical
2161,Eclipse 2020-12 issues with javax packages,major
2164,[performance] use InputStream.readAllBytes,trivial
2165,4.21 Y-Build: Y20210615-0910 - BUILD FAILED,blocker
2166,Target Platform preference page prompting error and not displayed,major
2167,"Can't display Target Platform pref page: ""Comparison violates general contract""",major
2168,API analysis broken for platform.debug,blocker
2170,PluginRegistry should not iterate over all available models in findModels(),minor
2171,target platform is not indexed,minor
2172,%PreferenceSpyPart_category as the view category,major
2173,Opened CSS Spy destroys Eclipse workbench state on next startup,major
2174,Compilation error in Context Spy due to API break in EclipseContext (-> for next release),major
2177,AbstractPDEMarkerResolution: SWT Ressource not disposed,minor
2178,Eclipse Runtime Spies don't open,major
2179,ConcurrentModificationException PluginModelManager getActiveModels,major
2180,"EquinoxLaunchConfiguration (RAP launcher) always fails with ""The org.eclipse.osgi plug-in is missing from this configuration.""",major
2181,NoSuchElementException being thrown when showing old launch configs,critical
2182,.product editor outline is not sorted,trivial
