,summary,severity
4098,Build Path Libraries Aren't Live,minor
4099,[regression] Cannot set breakpoint on final inner type,major
4100,AIOOBE when trying to create AST for invalid annotation declaration,major
4101,NPE in DefaultBindingResolver.resolveType,major
4102,"""Method can be static"" warning on method that accesses instance field in inner class",minor
4104,"[extract local] Refactor > Extract Local variable creates bad resulting code, and doesn't extract the variable",minor
4106,ExternalFoldersManager standalone regression,major
4107,Eclipse workspace hangs on context menus/content assist,major
4108,Cannot configure custom toString() builder,major
4109,[quick fix] Improve wording for Copy 'org.eclipse.jdt.annotation.jar' to build path,trivial
4111,"""The method can be declared as static"" is wrong",minor
4113,NPE in PositionManager.managePosition(..),major
4114,Remove about/feature info from the doc plug-ins,trivial
4116,Regression: NPE during reconcile/build,major
4117,"[compiler] ""Method can be static"" is not getting reported",minor
4118,formatter hangs,major
4119,[1.7][compiler] Incorrect unreachable catch block detection in try-with-resources,major
4120,Cannot change default suspend policy for breakpoints/watchpoints,major
4121,Installed JREs not found on the Mac without internet connection,major
4122,Inconsistent stack error when using Java 1.7,major
4125,VerifyError issue with inconsistent stack map frames with do..while and nested switch statements.,major
4126,"VerifyError ""Inconsistent stackmap frames"" for switch nested within try-catch",major
4127,[compiler][null] Allow parameter widening from @NonNull to unannotated,major
4129,[search] Exceptions when Search history contains constructor from closed project,major
4130,Call hierarchy missing valid callers probably because java search marks exact matches as potential,major
4132,EventRequestManagerImpl#addRequestIDMapping and #removeRequestIDMapping does not handle VMDeathRequests,major
4133,NPE in ProblemReporter.missingDefaultCase for unresolvable switch expression,major
4135,Unexpected runtime error while computing a text hover,minor
4136,MIssing protecting test in StandardVMDebugger,trivial
4138,[hovering] NPE computing a bracket hover,major
4139,CCE in ExpressionContentProvider when inspecting TreeMap with Show Logical Structure,major
4140,[CBI] JDT core needs a way to produce ecj jar during tycho builds,major
4141,When I download the zip file and unzip it. It shows the flash screen and that is it.,critical
4142,[move method] Update reference to inherited field,minor
4144,[3.8.1] EventRequestManagerImpl#addRequestIDMapping and #removeRequestIDMapping does not handle VMDeathRequests,major
4145,What's new link name in JDT Tips and tricks document is wrong,trivial
4146,[JUnit] Cannot Run JUnit tests from editor on nested classes,major
4147,Cast on MethodHandle#invoke(..) wrongly marked as unnecessary,major
4151,Synchronized block in switch statement causes fall through comment to be ignored,minor
4152,Unreachable catch block...exception is never thrown from the try,major
4155,MethodBinding.getJavaElement() returns non-existing method,major
4156,"Very long delay in ""Open Type""",major
4157,[type wizards] Main Method Stub Check Box in the Class Wizard Stays Checked the Next Time It Loads,minor
4158,Cannot extend inner class as an anonymous class when it extends the outer class,major
4159,Problem in Associating Class Editor for .class files,major
4160,[rulers] Quick fix invoked even if warning/error is not shown in vertical ruler,minor
4162,[1.7][compiler] ECJ accepts invalid union type reference,major
4163,Runtime Core Exception: Class File Viewer cannot handle the given input,major
4164,"[organize imports][open type] ""Organize imports"" removes used java. imports",major
4165,java.lang.VerifyError on code that runs correctly in Eclipse 3.7 and eclipse 3.6,critical
4166,Javadoc summary of IJavaProject#findType(String) should mention that it does not find secondary types in compilation unit,trivial
4167,[1.8][compiler] Annotations with hybrid SE7 & SE8 targets don't make it to class files.,major
4170,Incomplete type hierarchy with > 10 annotations,major
4171,The -XstartOnFirstThread checkbox should not add VM argument again if already present,minor
4174,Display evaluates !(true&&true&&true&&true&&true) incorrectly.,major
4176,Self bound generic class doesn't resolve bounds properly for wildcards for certain parametrisation.,critical
4177,[introduce factory] Introduce Factory on an abstract class adds a statement to create an instance of that class,minor
4180,[preferences][syntax coloring] Preview incorrect for parameter variables setting,minor
4182,Incompatible required libraries problem is not updated when compliance changes,major
4183, -XStartOnFirstThread is misspelled on the arguments tab,trivial
4185,Keeps deleting itself,critical
4187,"[quick assist] ""Convert to indexed 'for' loop"" should use different code style",minor
4188,Class file shown with incorrect content,minor
4189,jdt.core bundle version must be increased for SR2,major
4190,Disagreement with javac about legality of certain type bounds & inferred parametrisation is not valid.,major
4191,[save actions] Save Actions create inconsistency,critical
4192,Java class compiled by the Eclipse compiler fail to load in the Scala compiler,major
4194,[extract method] extract method refactoring changes semantics when same code occurs in method with same name in anonymous class,major
4195,Endless loop in AbstractCommentParser caused by JavadocParser,major
4196,[CBI] (test) CBI build fails not finding org.junit4,blocker
4197,Eclipse Java compiler creates invalid bytecode (java.lang.VerifyError),critical
4198,[CBI] Javadoc generation problems with maven's renamed dependency JARs,major
4199,Autocomplete does not recognize all enum constants when constants override methods,minor
4200,[package explorer] ProblemTreeViewer.handleLabelProviderChanged locks up the UI thread,major
4201,ECLIPSE 3.8.1 won't compile for JAVA 1.6 under 1.7 on Windows7,critical
4202,Selecting Ant Build launch configuration in External Tools Configuration dialog causes NPE,major
4204,[eval][breakpoints] Cannot display or set conditional breakpoint using local class reference or field,major
4210,IJavaProject#findType(String) finds secondary type if editor is open,minor
4212,[projection] copy/paste leaves out hidden text,major
4213,BatchCompiler throws NPE in Java 7,critical
4214,Open Input action in info views should be disabled if the input is empty/null,minor
4216,[content assist] Parameter tool tip (Ctrl+Shift+Space) sometimes indicates the wrong parameter as current,minor
4217,[projection] Written methods disappeared,major
4218,"[navigation] ""Next Word"" did not complete normally",minor
4219,Internal error with I20130413,blocker
4220,[JUnit] Improve icons for ignored and assumption failed test,minor
4221,Javadoc warnings in I20130501-2000,trivial
4222,[MAC OS] Checked JRE is system JRE (should be JRE defined in eclipse.ini),major
4223,Remote debug label is missing space,trivial
4227,Type mismatch using Arrays.asList with 3 or more implementations of an interface with the interface type as the last parameter,major
4228,Missing forward slashes on file URL level in documentation selection dialog,trivial
4230,[compiler] JDT cannot compile against JRE 1.8,critical
4231,Extracting Javadoc from 1.7-style generated doc doesn't work reliably,major
4233,"""Convert for loops to enhanced"" may mess up program logic when dealing with Iterable",major
4234,Save is very slow (burns cycles in the Package and Project Explorer),major
4236,[1.8][compiler]Calling a @deprecated method in a separate class from within a lambda causes a ClassCastException and terminates the AST generation,critical
4237,[reconciler] Type safety: The expression of type ... needs unchecked conversion to conform to ...,minor
4238,[regression] No (more) way to specify  empty program argument under windows,major
4239,BatchCompilerTest has failing tests,major
4240,NonNullByDefault is not inherited to Constructors when accessed via Class File,major
4241,Setup of null annotations in plug-in project does not work with headless PDE/Build,major
4242,"[1.5] documentation for COMPILER_PB_UNAVOIDABLE_GENERIC_TYPE_PROBLEMS misses ""raw type""",minor
4243,"Git ignore ""target/"" directory created by Maven during a build",minor
4244,"Git ignore ""target/"" directory created by Maven during a build",minor
4245,"Git ignore ""target/"" directory created by Maven during a build",minor
4246,"Git ignore ""target/"" directory created by Maven during a build",minor
4247,JDT Debug and Ant tests DNF on all platforms,major
4248,OSGI Application using JDT hangs with following exception.However not everytime.,critical
4249,[compiler][internal] QualifiedNameReference#indexOfFirstFieldBinding does not point to the first field,minor
4250,Label of new JUnit view font is wrong,trivial
4252,ASTParser could not createAST(...) for java files with classes package private access when we use setSource(char[] source) but do not use setProject(..),major
4253,[compiler][null] NonNullByDefault is not always inherited to nested classes,major
4254,Annotation processing throws a NPE in getElementsAnnotatedWith(),critical
4255,"[formatter] Command-line execution doesn't honor ""never indent comments"" options",minor
4256,NPE in QualifiedAllocationExpression.resolveType,major
4257,[compiler] better error message for illegal use of regular type as an annotation,minor
4258,Java Editor Template Variables - Documentation Error,trivial
4259,ArrayOutOfBoundException while autocompleting a jar library with attached javadoc,major
4260,JDT Tips and Tricks document refers to wrong section in 'Find problems with null',minor
4261,NullPointerException when starting unit test,critical
4262,NPE: Unhandled event loop exception,major
4263,"Asynchronous access to BindingTables, infinite loop on HashMap.getEntry",major
4264,Error while Debuging,blocker
4265,NPE in JRE Library dialog when no JRE's are installed,trivial
4266,[1.8][compiler] IllegalStateException from TypeSystem.cacheDerivedType,major
4267,org.eclipse.jdt.core.tests.compiler does not export all its packages,trivial
4269,[null] @NonNullByDefault on class conflicts with @NonNull parameters in interface,major
4271,TextContentDescriber cannot be cast to IContentDescriber,major
4272,[1.8] Process problem: Wrong bundle ids in BETA_JAVA8,major
4273,[1.8] Having reference expressions or lambdas in file triggers warning for missing line numbers,major
4274,JDT APT tests don't run in official build,major
4275,"[quick assist] ""Convert to 'for' loop using Iterator"" on raw collection",minor
4277,Class file triggers StackOverflowError when creating type hierarchy,major
4280,[1.8][dom ast] Bad source ranges for qualified TYPE_USE annotation in extends clause,major
4281,[1.8] All poly expressions should avoid reevaluation against the same target type.,minor
4283,[1.8] Wrong resolution of generic type with 1.8 compliance settings,critical
4284,[create on paste] Respect line delimiter preference when creating new CU,minor
4285,[1.8] eclipse freeze while attempting auto-completion with a 'try' pattern in a lambda,critical
4286,[1.8][model] Implement IJavaElements for lambda expression,major
4287,[1.8][compiler] ISE when trying to compile qualified and annotated class instance creation,major
4288,[1.8][dom ast] ITypeBinding#getTypeDeclaration() doesn't strip off type annotations,major
4291,[1.8][compiler] Type inference doesn't handle multiple candidate target types in outer overload context,major
4292,[1.8][dom ast] ITypeBinding#createArrayType(int) should preserve existing type annotations,minor
4293,[1.8][inference] inference loops infinitely on unconstrained inference variable,major
4295,[1.8][inference] Internal compiler error: java.lang.NullPointerException at org.eclipse.jdt.internal.compiler.ast.LambdaExpression.analyseCode(LambdaExpression.java:450),blocker
4297,Classpath Problem,critical
4301,[1.8][generics] JDT reports type mismatch when using method that returns generic type,major
4302,[1.8][compiler] can't resolve java.lang.annotation.Annotation from source,major
4303,"[1.8][compiler] Wrong ""Duplicate default methods"" error on AbstractDoubleSpliterator",critical
4304,Eclipse crashes when showing up autocomplete,critical
4305,[1.8] List.toArray not compiled correctly (NoSuchMethodError) within Lambda,major
4306,[1.8][search] NPE in MatchLocator.reportMatching with unresolved NameQualifiedType qualifier,major
4307,Trivial java method reproducibly crashes eclipse,critical
4308,[1.8][compiler] Incorrect error on lambda expression when preceded by another explicit lambda expression,major
4309,[1.8][compiler] ClassCastException in ReferenceExpression.generateCode,major
4310,[1.8] [compiler] Cannot cast from Number to double,major
4311,[1.8][compiler] CCE in InferenceContext18.varArgTypes,critical
4312,KSOAP2 methods not available in Eclipse editor for Mac OS X,major
4313,[1.8][dom ast] IMethodBinding#getJavaElement() should return IMethod for lambda,minor
4314,The cursor´s eclipse sometimes does not work properly,major
4315,Null Pointer Exception when opening JSP file in Web Page Editor,major
4316,"[1.8][compiler] Bad syntax error recovery: Lonely identifier should be variable name, not type",major
4317,Keyboard shortcut Display does not work,minor
4318,[change method signature] SWTException: Widget is disposed with Change method signature,minor
4319,[1.8][compiler] Generics: erroneously reports 'method not applicable for the arguments',major
4320,[1.8] Internal compiler error,major
4321,"[key binding] ""Expand Selection to > Enclosing Element"" hard to use in Luna",minor
4322,Method breakpoint not working on generic method with generic array argument,major
4323,Eclipse compiles what it should not,major
4324,"compiler ""duplicate method"" bug with lamdas and generic interfaces",major
4326,[1.8] ICompilationUnit#findElements(IJavaElement) doesn't find LambdaExpression IType,minor
4327,"New package does not set ""name"" and ""source folder"" in ""Plug-in Development"" perspective",major
4329,[model]Eclipse Does Not Respect Classpath Manifest of External Jars,major
4330,Java 8 generics thinks single method is ambiguous,critical
4331,[compile][generics] Slow compilation of test cases with a significant amount of generics,major
4332,[preferences] Store method parameter names preference doesn't capture what's really stored,trivial
4333,Nullpointer analysis completely broken in M7,critical
4334,ClassFormatError when using Enums in Java 8 Default interface methods,major
4336,error in ConditionalJump Instruction,major
4338,ImportReferencesCollector needs to support old AST levels,critical
4340,[RC2] StackOverFlowError when building,major
4341,JDT repo contains an old notice.html in the root binary,minor
4342,[1.8][search][model] Hierarchy search involving lambda and anonymous class do not find the anonymous class,major
4345,"Eclipse 4.4 compiler generates ""bad class file"" according to javac",critical
4346,Annotation processing is broken when build is batched,major
4347,"no ""unused private member"" warning with certain annotations",minor
4349,[1.8][compiler] Annotations on enum constants interpreted only as type annotations if the annotation type specifies ElementType.TYPE_USE in @Target along with others,major
4351,[dom ast]Exception during compilation unit conversion when trying to autocomplete method override,minor
4352,Set correct project/file encodings and use Unix line delimiter,trivial
4353,Debug: step over/into/return -- all disabled = debug is broken,major
4354,[extract interface] irrelevant annotations are imported during extract interface refactoring,minor
4356,"[null] ""Missing code implementation in the compiler"" when using @NonNullByDefault in package-info.java",critical
4357,[1.8] BatchCompiler throws NPE in Java 8,major
4358,Java member types which are implicitly static should have consistent icons,minor
4359,Eclipse's Run button does not work.,critical
4364,Undo/redo and Save Actions corrupting files (REOPEN 353379),critical
4365,Bogus error caused by resolving a variable twice,major
4367,[null] No compiler error when not implementing method from interface,major
4369,Marks imports as Unused,minor
4370,Some code formatter on/off tags stop the formatter from formatting at all,minor
4372,[1.7+][resource] False resource leak warning (try-with-resources for ByteArrayOutputStream - return inside for loop),minor
4373,Bug handling protected members of subclasses,minor
4374,[1.8][compiler] java.lang.VerifyError: Bad type on operand stack with Lambdas and/or inner classes,major
4375,[1.8][null] Enable interned captures also when analysing null type annotations,minor
4376,Java call hierarchy completes after long time,major
4378,Mismatched braces in SwitchStatement JavaDoc,trivial
4379,[1.8][dom/ast] lambda as a class member - IllegalArgumentException,major
4380,[1.8][compiler] method references lost generic type information (4.4 -> 4.4.1 regression),major
4381,[compiler] Compiler crash (ArrayIndexOutOfBoundsException at StackMapFrame.addStackItem()) with unused variable,major
4382,"[1.8][compiler] Avoid error ""cannot convert from Collection<Object> to <unknown>""",minor
4383,[regression] ValidBreakpointLocationLocator.getLineLocation() returns 0 as location for LOCATION_METHOD,major
4384,[1.6] Eclipse compiler doesn't compile annotations in class files,major
4386,Refactoring method with breakpoint on it makes debugging very slow and doesn't break,major
4387,[1.8][compiler] Invalid lambda deserialization with anonymous class,major
4388,Java 8: Method references to the same method do not share BootstrapMethod,minor
4389,High CPU usage by eclipse.exe running external tool configuration in separate JRE,major
4390,ECJ chooses incorrect overloaded method.,major
4393,[1.9] Eclipse cannot resolve java.lang.* classes,critical
4395,The 'org.eclipse.jdt.ui.TemplateProposalComputer' proposal computer from the 'org.eclipse.jdt.ui' plug-in did not complete normally. The extension has thrown a runtime exception.,critical
4397,Unexpected RHS PolyTypeBinding for: <code-snippet>,major
4398,[1.8][null] ReferenceBinding.appendNullAnnotation() includes phantom annotations in error messages,minor
4399,VerifyError on massive declared variables in method,major
4400,eclipse JUnit runner hangs when @Parameters name attribute contains a newline,minor
4401,Can't change current code cleanup setting after creating new profile,minor
4402,Eclipse Java Compiler fails on Java 8 multilevel grouping,blocker
4403,[Performance] Java compiler CPU time regression compared to 4.2.2,major
4404,Comparator error in M20150121-0900,major
4405,[1.8][compiler] only 409 method references/lambda expressions per class possible,major
4406,[content assist] Java content assist fails with ClassCastException in certain conditions,major
4408,[performance tests] Huge increase in code completion test,major
4410,org.eclipse.jdt.internal.compiler.tool.EclipseFileManager.getDefaultBootclasspath() doesn't work on Mac with a new JDK,trivial
4411,[1.8][compiler] java.lang.IllegalArgumentException: info cannot be null at org.eclipse.jdt.internal.compiler.codegen.StackMapFrame.addStackItem(StackMapFrame.java:81),major
4413,Dead code fix incorrect,minor
4414,[import rewrite] addImport creates .ypename for unqualified type from default package,minor
4415,[content assist] Use OS symbol for 'Ctrl' in CodeAssistPreferencePage,minor
4416,New certificate conflict for org.eclipse.jdt.internal.compiler.lookup.AptSourceLocalVariableBinding,critical
4417,Wrong JAVA level when memory runs full,major
4418,code formatter not shortening this line,minor
4419,Parenthesis are incorrectly allowed in lambda when LambdaBody is an expression statement,minor
4420,Contributed default formatter name needs to be externalized,trivial
4421,RE in Resource.delete (816) from BatchImageBuilder.cleanOutputFolders,major
4423,Eclipse hangs on switching to expressions view,major
4426,"[JUnit] ""Next/Previous Failed Test"" buttons enabled on ""Show Skipped Tests Only""",minor
4427,NPE in WrapExecutor during Java text formatting,critical
4428,Random crashes in PhaseIdealLoop::build_loop_late_post when C2 JIT tries to compile TypeConverter::decodeType,major
4430,JDT step filters don't work if a step filter is contributed,major
4432,Code formatting: Line wrapping before/after operator is reverse for method arguments,minor
4433,Remove unused icons callee_co.png & caller_co.png,trivial
4434,Random line jump,minor
4435,"[hovering] ""Quick fix"" options blocked by popup with ""configure annotation preferences"" and ""configure problem severity"" buttons.",trivial
4436,"Long sequence of ""Unable to install breakpoint"" dialogs",major
4437,"Info message not complete in dialog box ""Instance Filter Breakpoint Selection""",minor
4438,NullPointerException in JavaAppletLaunchConfigurationDelegate.buildHTMLFile (102),major
4439,Remove outdated org.eclipse.jdt.ui/notes directory,trivial
4442,Cannot find references in workspace to javax.xml.validation.Validator.validate,major
4443,The compiler generates wrong code during inheritance,critical
4444,Eclipse throws LinkageError if an annotation processor uses a class that is also used by (or part of) Eclipse,major
4446,[type hierarchy] Type Hierarchy view in 'Show the Supertype Hierarchy' mode automatically expands the entire tree,major
4447,Error in JDT core during AST creation,major
4449,Jar creation slower on Mars and Linux,major
4451,platform crashes,critical
4452,[formatter] NullPointerException in TokenManager.firstIndexIn (188),major
4453,[Windows 10] Eclipse will not work on windows 10,major
4454,JDT Itype resolveType takes more time in eclipse 4.4.x,major
4455,[content assist] Completion proposals fail to render the declaring type of array clone() methods,minor
4457,Incorrect unboxing of Boolean when part of a ternary operation,minor
4458,Stuck at building workspace,major
4459,Content assist hangs,major
4460,findSecondaryType blocked by sleeping Indexing Thread,major
4461,[save actions][clean up] AIOOBE in TokenManager.get(TokenManager.java:68),minor
4462,[formatter] Formatting GridBagLayout from Java 8 takes too long,critical
4463,[search] for declarations finds overloaded method => wrong Rename refactoring,major
4464,"Unify 'Sort Members' messages in dialogs (actions, preferences, Clean Up)",trivial
4465,error when importing .java file,major
4467,Adding file to build path and dragging it back destroys the file,critical
4468,Eclipse fails to compile project which JDK 8 does compile fine,major
4469,[1.8][compile] Inefficient equals() / hashCode() implementation in org.eclipse.jdt.internal.compiler.lookup.TypeBound,major
4470,[1.8][inference] Cannot resolve lambda argument with anonymous class,major
4471,Unchecked null value in org.eclipse.jdt.internal.core.BinaryType,minor
4472,[1.8][inference] make names for InferenceVariables unique,minor
4473,Eclipse Luna SR1 4.4.2 hangs when creating index sometimes,critical
4474,[compiler] Capture of array cannot be used as the collection in an enhanced for loop,major
4475,[1.8][inference] fail to resolve matching types for lambda and method reference + NPE at build,major
4476,Import lines not show in Java Editor,minor
4478,Cannot build project while excel file opened,minor
4482,Eclipse randomly freezes during editing Java source code.,critical
4483,Eclipse stuck in infinite loading when using Dark theme,major
4484,Nested Terniary operator in Lambda derives to <unknown>,major
4485,[formatter] whitespace after comma in enum declaration is removed,minor
4486,[1.8] VerifyError when method reference is used as a lambda body,major
4488,[1.9] Versioning Changes support - JEP 223,major
4490,[null] Error markers not removed after fixing some null annotations,major
4492,[content assist] Substring completion proposals have bad relevance,major
4493,Java compare editor should block Toggle Word Wrap (Alt+Shift+Y) shortcut,minor
4494,Eclipse Mars will not/cannot create the .classpath file when updating the build path for a project (Windows 10),major
4495,java.lang.NullPointerException at org.eclipse.jdt.internal.compiler.CompilationResult.<init>,major
4496,Organize Imports does not work for accessible binary types,major
4497,[1.8][null] @NonNullByDefault does not apply to lambda parameter across classes,major
4498,Unusual errors in N20151129-2200 build,blocker
4499,[content assist] Substring completion breaks proposal sorting,major
4500,[null] NullPointerException in expireNullCheckedFieldInfo,major
4502,[organize imports] ImportReferencesCollector#possibleStaticImportFound(Name) called too often,minor
4503,"Scrapbook evaluations fail: ""unable to obtain an execution context""",major
4504,JDT Compiler generates duplicate methods with nullability annotations and constrained generics,major
4505,Huge performance slowdown between 4.6 M3 and M4,major
4506,call hierarchy does not finds calls via method references on interface implementations,major
4508,[1.8][search] Search engine throws UnsupportedOperationException when searching for subclass implementors,critical
4509,[templates] Using a variable name for word_selection or  line_selection makes the template not being proposed anymore,minor
4510,[type hierarchy] Subtype hierarchy broken when a *.java file is open but not in a Java project,major
4511,[navigation] Quick Outline colors nested binary type as inherited member,minor
4512,Adapt to platform text tests moving to JUnit 4,major
4513,Java code style,major
4514,[content assist] Display view proposals ordering wrong with substring completion,major
4516,"[1.8][nls tooling][quick fix] ""Add missing //$NON-NLS-1$ tag"" not shown in default method",minor
4517,[1.8][compiler][inference] Wrong method overload resolution (may lead to VerifyError),major
4518,[content assist] Substring proposals have incorrect relevance,major
4519,[formatter] IOOBE with block comment inside anonymous class,major
4521,NullPointerException from ForeachStatement.resolve rendering Mars SR2 unusable,critical
4523,[content assist] Inconsistent ordering of content assist proposals,major
4524,Type mismatch error with annotations and generics,major
4526,Replace calls from new Integer to Integer.valueOf,minor
4527,Internal compiler error: java.lang.NullPointerException at org.eclipse.jdt.internal.compiler.ast.LambdaExpression.analyseCode(LambdaExpression.java:512),critical
4528,"Order of ""Source"" menu items inconsitent (main menu, editor context menu)",trivial
4529,"Order of ""Refactor"" menu items inconsitent (main menu, editor context menu)",trivial
4530,NPE in Scope.getMethod while compiling Java,major
4531,ASTParser.createASTs() throws NullPointerException,major
4532,[1.5][compiler] Compilation of 1.3 source against 1.5 classfile aborts on reference to member type of parameterized type,major
4534,NPE when searching for references in project,major
4535,NPE in JDIDebugTarget.supportsBreakpoint,major
4536,"[compiler] Wrong ""indirectly referenced"" error for member type of raw binary type",major
4537,[regression] [compiler] Unchecked warning turned into type mismatch compile error in Neon,major
4538,AIOOBE in CodeStream.generateSyntheticBodyForMethodAccess for PDE's DocumentObject.java,critical
4540,[4.6M7] ant javac adapter fails with NoClassDefFoundError: org/eclipse/jdt/internal/core/INameEnvironmentWithProgress,major
4542,Help is broken: HTTP 500 internal server error,blocker
4543,org.eclipse.jdt.internal.compiler.ast.LambdaExpression$CopyFailureException,major
4545,Misleading context help for Type Filter dialog,minor
4546,[import rewrite] must not delete text adjacent to import container (was: Expanding a template with imports in front of class declaration creates garbage result),major
4551,Eclipse hangs when creating package/class,critical
4552,JDT throws Internal compiler error NPE against valid Java 8 code,major
4553,Incorrectly marking return types as incompatible,major
4554,ArrayIndexOutOfBoundsException in ParameterizedTypeBinding.boundCheck,major
4555,Eclipse Neon stop compiling Java code and make me to do an unnecessary explicit casting,critical
4556,[compiler][inference] type inference bug,major
4557,java.lang.IllegalStateException at org.eclipse.jdt.internal.compiler.lookup.AnnotatableTypeSystem.getParameterizedType(AnnotatableTypeSystem.java:114),major
4558,Annotation Processing: No type annotations returned for annotation values that are arrays of classes,major
4559,Print Margin is broken for NEON,major
4560,Compile error on Optional.map(byte[]::clone),blocker
4562,Internal compiler error: java.lang.NullPointerException at org.eclipse.jdt.internal.compiler.ast.FieldReference.analyseCode(FieldReference.java:154),critical
4565,The Refactor > Rename feature does not work any longer in eclipse neon,major
4567,[1.9][compiler] Bad error message/constant for non-final field as Try-resource,minor
4568,[1.9] Help does not work if JDT Java 9 beta is installed (ClassLoader#getResourceAsStream(..) returns null),major
4569,Using a method reference to a generic method in a Base class gives me NoSuchMethodError,major
4570,[formatter] NPE on block comment before 'force-wrap' element,major
4572,[spell checking] Add more words to the spelling dictionary,trivial
4575,Java Builder fails with NPE in TypeSystem.getUnannotatedType,major
4576,"Regression in JDT of Eclipse Neon causes ""java.lang.IllegalArgumentException: Invalid lambda deserialization""",major
4577,JUnit view icon shown as red square when the view is not in focus,major
4578,[1.8][inference] Replace ad-hoc tweaks with a precise emulation of javac re JDK-8153748,major
4579,[1.9] NPE when renaming a package,major
4582,AssertationFailedException causes JDT UI to fail during startup,major
4583,ECJ: java.lang.VerifyError with method reference to base method assigned to Javaslang Function,major
4584,Validate button for Javadoc location path should be disabled if path is empty,minor
4585,"[model] Type Hierarchy incomplete, misses some anonymous subtypes",major
4586,ArrayIndexOutOfBoundException from JDT index on too large workspace,major
4587,[newindex] Allow Database.malloc to allocate blocks that are larger than the size of a Chunk,major
4588,Fix index db error message,minor
4589,grammar fix in ecj -help,trivial
4590,"IAE in ""Updating Java index"": Attempted to beginRule ...",major
4591,Remote Java Application page: missing mnemonics,minor
4592,Missing mnemonic on new 'Enable hot code replace' preference,trivial
4594,dead code analysis is incorrect,minor
4595,[newindex] Polish preference for disabling the new index,trivial
4596,Java 9 Oxygen Plugin Fails,major
4598,[newindex] Database.giveUpExclusiveLock is a severe bottleneck for large databases,major
4599,50s UI freeze,major
4600,"Wrong error message ""Code assist internal error""",trivial
4601,NPE on changing any jdt compiler preferences,major
4602,[newindex] Indexer getting stuck in infinite loop when freeing large chunk,major
4603,[newindex] Improve self-diagnostics for the free space trie,minor
4604,"[1.8][compiler][inference] ""Type mismatch"" in eclipse 4.6.2, compiles with javac",major
4605,JavaDoc Hover produces different results for {@literal ...} compared to javadoc-generator,minor
4606,[newindex] blocks startup in JarPackageFragmentRoot.computeChildren,major
4609,"Create new method with mis-spelled name, code in the method, rename method manually and save, minor eclipse bug appears",minor
4610,Snippet evaluation in Display/Variables view throws NPE in JDIReferenceType.convertArguments(),major
4611,[regression] Can't navigate to super via left ruler annotation,major
4613,[JUnit] Update Javadoc links for JUnit 4,trivial
4615,Memory usage increases with every Clean->Build All,major
4616,Toggle Tracepoint command name contains mnemonic character,minor
4617,[content assist] Autocomplete removes closing parenthesis when entering semicolon after constant ending argument,minor
4618,"[formatter] NegativeArraySizeException with ""Never indent line comments on first column"" + ""Use spaces to indent wrapped lines""",major
4619,[indexing] JobManager sleep time is longer then indexing itself,major
4620,"""Unlikely argument type"" problems in JDT UI",minor
4622,[Memory] Inconsistent use of ClasspathEntry.NO_ACCESS_RULES and NO_EXTRA_ATTRIBUTES,trivial
4623,annotation based null analysis - annotations cannot be resolved,minor
4624,Build failed in I20170515-0800,blocker
4625,[spell checking] Add more words to the spelling dictionary,trivial
4626,[1.8][compiler] compiler generates bad code for parameter names in lambdas,major
4627,[9] module resolution error - cannot be resolved to a module in module-info.java,major
4628,[content assist] proposal should not override valid typed text,minor
4629,Code compiles with javac but is rejected by eclipse with method not applicable,minor
4631,A Class<? extends RawType> = Impl.class where RawType is a nested interface within a generic class fails compilation,major
4632,Compiler hangs while compiling very large Java files (> 100 Mb),critical
4633,[spell checking] The word 'Canadian' is marked as an incorrectly spelled word.,trivial
4634,[test] CompletionTest2 fails when run in isolation,minor
4635,[9] Add --add-exports support in IDE,major
4637,[organize imports] Organize imports stopped working after upgrading to 4.6.3,minor
4639,"[9] Evaluation throws ""String index out of range: -1"" with JRE 9",major
4640,"[9] Java9 Patch: NullPointerException during: ""Launching Tomcat Server""",major
4641,Disabled trigger point gets enabled automatically,major
4642,[content assist] Typing annotation value doesn't work,major
4643,JDT wizards should use SWT.SHEET with File and Directory Dialog,trivial
4644,[impl] Method org.eclipse.jdt.internal.ui.actions.SelectionConverter.getInputAsClassFile(JavaEditor) is unused,minor
4645,[1.8] Another NPE in MessageSend.analyseCode(..) - receiver type is an inference variable inside a lambda,minor
4646,[compiler] method reference on null object should throw NPE at runtime (JLS compliance),major
4647,[9] Document that Java 9 systematically breaks IScanner,major
4648,[9] Rename org.eclipse.jdt.core.IClasspathAttribute.AUTOMATIC_MODULE,major
4649,[9] Cannot change JRE from 9 to 8,major
4650,[projection] Java folding preferences,trivial
4651,[9] Cannot launch JUnit Plugin test with Java 9 instead of Java 8,major
4652,[9] Java 9 Support (BETA) change order in classpath,major
4653,Paste String auto escape toggle,minor
4654,[9][model] need IModuleDescription#getRequiredModules(),major
4655,[9] define default set of JDK modules on the module path,major
4657,[Evaluation] a bug at <line 251 of ASTEvaluationEngine.java>,minor
4658,[9] Edit of JRE library gives IllegalArgumentException,major
4659,[sonar] Resolve issues marked as blocker,trivial
4660,[9][JUnit] Cannot run JUnit tests with JDK 9,major
4661,[9] Library can not be saved to modulepath in java build path,major
4662,Patch to support Java 9,major
4663,[9] need API to ask for the module descriptor of an automatic module,major
4665,[9] Project having multiple output folders throws CNFE while running with JDK9,major
4667,[9] Eclipse not installing,major
4668,"[9] ""package ... does not exist or is empty"" error in module-info",major
4669,Access rules not working when running with Java 9 JRE,critical
