,summary,severity
3712,"summary folder not found, and/or ""Unable to load address book file abook-13.mab. It may be read-only, or locked by another application""",major
3713,Many open message tabs are gone after a crash or restart of Thunderbird,critical
3714,Thunderbird 17.0.7 crashes with SIGSEGV on attachment insert,critical
3715,Comm-Central icon optimization,trivial
3716,Thunderbird gets stuck in offline mode after resuming from hibernate,major
3717,Simplify message collapsing,minor
3718,Thunderbird freezes if online,critical
3720,"On Mac, customising the mail toolbar breaks pressing escape to close the app menu items",minor
3722,Thunderbird 17.0.7 crashes under Fedora 18 every time I attempt to attach a file,critical
3723,"Double-clicking words in browser unexpectedly includes trailing space in selection (message reader, composition etc.)",minor
3729,Strange artifacts while moving mouse on latest nightly,critical
3731,Permaorange on debug xpcshell: PROCESS-CRASH | /builds/slave/test/build/xpcshell/tests/chat/components/src/test/test_accounts.js | application crashed [@ sqlite3_finalize],critical
3732,Folder pane and address book empty on start-up. Component returned failure code: 0xc1f30001 [nsIMsgFolder.compareSortKeys] ... folderPane.js  Line 2426,major
3733,Daily x64 2013-09-05-04-59-33-comm-central will not start in Win x64,critical
3734,Thunderbird fails to compile nsldif32v60.dll: LINK : fatal error LNK1104: cannot open file 'mozcrt.lib',blocker
3735,"Sending a message fails every 2nd time - SMTP ""Unknown reason""",major
3736,OS X - Compose Window's sidebar close button does not have a hover or pressed state.,minor
3737,"""check spelling as you type"" periodically breaks for the duration of the process",major
3738,crash [@ moz_abort | arena_run_reg_dalloc | arena_dalloc_small | arena_dalloc | je_free | nsEventQueue::~nsEventQueue()] during shutdown via nsHttpConnectionMgr::~nsHttpConnectionMgr,critical
3740,"remove invalid ""dialog"" css rules from TB themes",trivial
3741,Status bar check mark inverted when menu bar disabled,minor
3742,"Attachment reminder's ""Remind me later"" not persisted when saving, closing and re-opening/editing draft: No alert dialogue when sending",major
3743,TB 24 on Ubuntu 13.04 hangs after first activity,critical
3744,crash in mozalloc_abort(char const* const) | mozalloc_handle_oom(unsigned int) | moz_xmalloc | nsJSID::NewID(nsID const&) OOM,critical
3745,crash [@ nsCSSCompressedDataBlock::PropertyAtIndex(unsigned int) const ],critical
3746,Newsgroup: should not be displayed only if there is no newsgroup account defined in the TB profile,major
3748,Window focus on Reply under Xmonad,minor
3750,"Attachment reminder: User's explicit ""Remind me later"" request from notification not honoured if attachment keywords no longer in body: No alert dialogue when sending",major
3751,Thunderbird 24 OSX freezes on startup with profile on network drive (AFP),critical
3752,Old messages not shown in Thunderbird 24,critical
3753,v.24.0.1 updated recently is very very slow for all processes!  [McAfee],major
3754,Earlybird update status indicator gets stuck at Applying update,minor
3755,OSX bustage from bug 895047,blocker
3756,Images in themes/platform/tabs/ don't need a 'tab' prefix.,trivial
3758,"Standard folders, menus, buttons , etc. not translated to locale, and session state lost, after TB update from Ubuntu, using profile shared between windows and linux",minor
3760,"In gloda facet view, long email addresses can push content off-screen",minor
3761,crash in mozalloc_abort(char const* const) | mozalloc_handle_oom(unsigned int) | moz_xmalloc | nsDisplayBackgroundColor::AllocateGeometry(nsDisplayListBuilder*),critical
3762,"crash in mozalloc_abort(char const* const) | mozalloc_handle_oom(unsigned int) | moz_xmalloc | nsSocketTransport::PostEvent(unsigned int, tag_nsresult, nsISupports*)",critical
3763,"""Not enough disk space"" error although there is plenty",major
3764,"Send button disabled when write a message with to, subject and content, if mail address is Dropped at outside of address text input box",major
3765,Thunderbird 24.1.0 hangs soon after startup on Mac,critical
3766,QFB buttons :active logic is incorrect,minor
3767,"When activating ""Remind Me Later"" from menus, current attachment reminder notification bar should be hidden",minor
3768,Feature to count and show number of unread e-mails in subfolders should be optional. (because enumeration is slow),major
3770,Existing SeaMonkey/outlook/oexpress/eudora profile is no longer offered for migration to Thunderbird (import in a first-run situation),major
3771,win7 crash in NdrExtInterfacePointerBufferSize,critical
3774,TB process remains running after every shutdown,critical
3775,"empty folder pane at startup with many remotely mounted ""local"" folders",major
3776,zip I/O error: No such file or directory on release builds,blocker
3778,Unable to run mozmill tests on OS X.,major
3780,Remove the inset shadow shown in the message viewer.,trivial
3781,Remove ellipsis from some Message menuitems,trivial
3784,Thunderbird 24.2 slow with Gmail imap downloading. TB24.1.1 is not slow.,major
3785,Minor styling improvements to the quick filter bar on OS X.,minor
3786,OSX build bustage on comm-central from bug 941409 (layout/xul/nsMenuFrame.cpp:682:64: error: no member named 'anonid' in 'nsGkAtoms'),blocker
3787,Scrollbar shown for recipient list when empty (involving screen dpi scaling): slightly insufficient default height of msgHeadersToolbar cripples visibility of recipients rows (see Bug 1056404),major
3789,"crash in js::types::TypeScript::Monitor(JSContext*, JSScript*, unsigned char*, JS::Value const&)",critical
3790,Frequent Aurora 29.0a2 crashes during quick filter,critical
3791,crash in ProcessSelectorMatches,critical
3792,'Send unsent messages' option is grayed out,major
3793,Thunderbird crashes frequently on FreeBSD 10/amd64,critical
3794,thunderbird -offline starts ONLINE,major
3795,"Shift+Click to switch between HTML and Plain text doesn't work on Account Central ""Write a new message"" link and File > New > Message menu",minor
3796,Thunderbird segfault,critical
3797,"Column Size has tooltip ""Click to sort by size"" instead of ""Sort by size"" in normal message list and in message search results list",minor
3798,Thunderbird hang shortly after startup,critical
3799,[OS X] Replace with menu button graphic with the Australis one.,minor
3800,mailnews/resources/logHelper.js | Error console says [stackFrame mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Object.create],blocker
3801,"hangs in a loop at 100% CPU usage at program startup with loads of error messages,",critical
3802,Autocomplete hangs Thunderbird for > 20 seconds when searching for single character in large AB,major
3803,Closes unexpectedly. OOM?,critical
3804,"Thunderbird trunk build currently fails with ""ERROR PROCESSING MOZBUILD FILE[...] ldap/moz.build   The error appears to be part of the mozbuild.frontend.reader Python module itself!""",blocker
3805,[@ nsAttrAndChildArray::MappedAttrCount() const ],critical
3807,No crash reporter on Windows after Thunderbird crash,critical
3808,Daily crashes in nsSound::OnStreamComplete [linux],critical
3810,crash [@ jemalloc_crash | arena_dalloc | moz_free | SyncRunnable0<nsIImapProtocolSink>::~SyncRunnable0],critical
3811,Thunderbird on Linux (OpenSUSE) uses too much memory (a few GB) after a few days with many messages and mailboxes (10 imap accounts) (and in safe mode). Dovecot server,major
3812,Bad Tab layout on Beta builds,blocker
3814,"Icon for closing chat used in hover/onmouseover strechted, should always be square and never become rectangle",minor
3815,Reduce padding on compose findbar on OS X.,minor
3816,Use the new Australis toolbar button style for messengercompose.css on OS X.,major
3817,Use the new Australis toolbar button style for the AB on OS X.,major
3818,Crash  [@ nsIJSEventListener::GetEventScope() const],critical
3819,"Opening a message, feed, or newsgroup message in a tab results in an empty transparent tab",major
3820,Selecting address from recipient autocomplete broken for all scenarios except {Name beginsWith} topmost match (selecting from dropdown list disfunctional),major
3821,"rename all occurences of ""check"" attribute in mailWindowOverlay.xul to ""checked""",trivial
3822,Scam/Phishing alert no longer showing when links in identified scam messages are clicked/followed,major
3823,"For recipient autocomplete matches other than {Name beginsWith}, [tab] no longer confirms suggested recipient (""foo >> somefoo <mail@asdf.com>"" is retained as recipient). Suggestion becomes stale/unresponsive when TB loses focus.",major
3824,comm-central stage-package build bustage,blocker
3825,Remove some unused graphics in themes/osx/,trivial
3826,Remove trailing whitespace in mail/ for CSS files.,trivial
3827,Remove trailing white space across mail/,trivial
3829,Capitalize accesskeys correctly in colors preferences,trivial
3831,"c-c Windows debug builds busted with ""c:\PROGRA~2\MICROS~2.0\vc\include\typeinfo(157) : error C2504: 'exception' : base class undefined"" and more",blocker
3832,Enable test-attachment-reminder.js mozmill tests on Windows again,trivial
3833,Port |Bug 1016132 - fuelApplication.js - mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Object.create| to Thunderbird for steelApplication.js,trivial
3834,"With mail.identity.default.autocompleteToMyDomain=true, edit an address after autocomplete and autocomplete reselects the first choice, even reverts to a different address (only for speedy corrections!)",major
3835,"Delete button on main toolbar doesn't always change to ""Undelete"" when toggled from keyboard or header pane",minor
3836,Non-existent priority level PRIORITY_MEDIUM_HIGH requested for notification,minor
3838,Thunderbird is crashing [@ OOM | small ] calling nsJSID::NewID from xpc_NewIDObject,critical
3840,New Email window always opens in top right corner,minor
3841,Small square appears after right clicking in empty area of message list panel.,minor
3842,Clear Recent History menuitem doesn't have a keyboard shortcut,minor
3844,empty area/space/gap at bottom of folder list if scrolled down using scrollbar,minor
3845,"Daily 33.0a1 gives ""Couldn't load XPCOM"" error and startup fails since updating this morning",blocker
3846,Get New Messages in TB31 loops. repeats.  Gets more accounts than asked,major
3847,startup crash in secmod_LoadPKCS11Module with ActivClient,critical
3848,"New keyboard shortcut for ""Clear History"" (Ctrl+Shift+Del) needs documentation in keyboard shortcuts list",minor
3850,"Cannot use ""thunderbird"" as PROGRAM name, because it is already used in mail/components/search/mdimporter",blocker
3851,Clicking attachment icon hangs for 5 minutes if last attachment loaded from now disconnected device,major
3852,Box.com attachment upload stopped working in Thunderbird,major
3853,TB 31 jp does not display folder pane with OS X [Mac],major
3854,Thunderbird fails to compile nsldif32v60.dll: LINK : fatal error LNK1104: cannot open file 'mozcrt.lib',blocker
3855,"Mozmill tests fail ""Binary Path does not exist""",major
3856,Saved Search Properties dialog window: ENTER from search criteria text input boxes does not execute [Update] default action,minor
3857,toolkit/library/target fails to link on Thunderbird MacOSX 10.8 Opt builds,critical
3858,Server Settings under Account Settings blocking any further change on OS X,major
3859,thunderbird.exe process still around after all windows closed (shutdown hang),critical
3860,Mozmill tests don't run due to no mozinfo,blocker
3861,"bulk select all messages and mark ""not junk"", multiple ""Unresponsive Script"", then null pointer crash in nsISupports** nsTArray_Impl<nsISupports*, nsTArrayInfallibleAllocator>::AppendElements<nsISupports*>",critical
3864,Fix bustage caused by 'Bug 1055281 - Make it an error to add a non-existent directory to LOCAL_INCLUDES',blocker
3865,Permanent Orange: TEST-UNEXPECTED-FAIL | test-account-tree.js::test_account_open_state (Test Failure: a != b: 'true' != 'false'),major
3866,"Mac universal build error: ""autoconf.mk:3: /config/emptyvars.mk: No such file or directory""",blocker
3867,crash in nsDocumentViewer::OnDonePrinting @ address 0x5a5a5a5a/e5e5e5e9  use-afer-free,critical
3868,windows bustage: calbasecomps.dll : fatal error LNK1120: 13 unresolved externals,blocker
3869,messages in folder get mixed between server and client,major
3870,crash in mozilla::dom::workers::WorkerPrivate::SyncLoopInfo::`scalar deleting destructor'' via nsMsgMailNewsUrl::SetUrlState  @ 0x5a5a5a62,critical
3871,"HWA?  crash in js::SetFrameArgumentsObject(JSContext*, js::AbstractFramePtr, JS::Handle<JSScript*>, JSObject*)",critical
3872,Viewing logs from faceted search results is broken,major
3873,Add-ons manager's 'Get Add-ons' discovery pane with empty areas,minor
3875,crash in nsImapIncomingServer::GetMsgFolderFromURI [Mac],critical
3878,octal literals and octal escape sequences are deprecated:  ... mozmill/extension/resource/modules/utils.js,trivial
3879,octal literals and octal escape sequences are deprecated: ...resource://mozmill/stdlib/httpd.js,trivial
3880,Fix some strict JS warnings in mail/base/modules,trivial
3881,"Hovering ""Other Actions"" button temporarily makes the UI jiggle around some px",trivial
3883,"Using InstallTrigger gets ""NS_ERROR_FACTORY_NOT_REGISTERED"" error - need to port bug 926712 to TB and IB",major
3886,Remove mozilla-xremote-client from our packages.,blocker
3888,"EarlyBird not correctly signed, and doesn't start up at all",critical
3890,"JavaScript error: chrome://messenger/content/editContactOverlay.js, line 166: TypeError: Components.interfaces.nsIPopupBoxObject is undefined [TEST-UNEXPECTED-FAIL | test-message-header.js | test-message-header.js::test_address_book_switch_disabled_on_con",major
3891,"Answering mail with sendername containing encoded special chars and comma creates two ""To""-entries",major
3892,Cant drag attachments from one compose window to another,major
3894,Thunderbird crashing on start in HTMLInputElement.cpp:193,critical
3895,Error when downloading PDF file even though it is the attachment option,major
3896,IMAP stuck downloading message,major
3897,Thunderbird freezing when writing an e-mail after attaching files,critical
3899,Crash in CreateTexture2D @ nvwgf2umx.dll@0x27d3be after video driver restart (Timeout Detection and Recovery - TDR),critical
3900,"Thunderbird Daily failing to start, with ""Couldn't load XPCOM."" error",blocker
3901,Not checking for attachments creates UI problems in Compose window,major
3903,mozmill test failure:  test_right_click_folder_with_one_thing_selected,major
3904,Port bug 1101170 (Move Linux desktop sandboxing code into plugin-container) to fix bustage: Missing file(s): bin/libmozsandbox.so,blocker
3906,Lightweight themes don't change styling properly on OS X 10.10.,critical
3907,"Moving emails from Search Messages results to other folders creates duplicate emails and/or phantom mail, because oncommand is placed in <menupopup type=""folder""> instead of in container <menu> of the menupopup, and because Bug 1110583 is not resolved yet",major
3908,Inconsistent Junk icons,minor
3911,Thunderbird startup crash in KiUserCallbackDispatcher via kfapi::CCoInitializer on 32-bit versions of Windows 7.  High correlation to AVG.,critical
3914,"Recipient type selectors (To, CC, etc.) design nits on WinXP theme: showing two dropdown arrows, inconsistent background color and hover behaviour",trivial
3915,The chrome.manifest for the default theme is not packaged any more,trivial
3916,remove deprecated let expressions in comm-central,trivial
3917,preference.value is null opening the font settings.,minor
3918,C-C TB: JavaScript 1.6's for-each-in loops are deprecated in accountprovisioner and about-support,minor
3919,browsing addon from the addon manager hangs thunderbird,critical
3922,The thread nesting graphics leave vertical line visual artefacts in the message list,minor
3923,IMAP and SMTP work on 24.8.1 while with any newer version stop working,major
3924,startup crash in NSSCryptoContext_FindCertificateByEncodedCertificate,critical
3925,"crash in mozilla::ipc::MessageChannel::CxxStackFrame::CxxStackFrame(mozilla::ipc::MessageChannel&, mozilla::ipc::Direction, IPC::Message const*)",critical
3928,"Most, but not all tabs with open messages are gone when TB is exited then restarted.  Full session is not restored",major
3929,Remove unused chat-messenger-overlay.js::_showLog path parameter,trivial
3930,Thunderbird process doesn't close after TB is closed with no internet connection. Shutdown hang,critical
3931,"cleanup obsolete ""for each"" loops in /mail/base/content/gloda*",trivial
3935,Crashes when deleting an email,critical
3937,crash when sending message and Thunderbird was opened by opening composing window from mailto link,critical
3939,splitter in compose window can be resized down to completely obscure composition area,trivial
3940,"Thunderbird crash on ""long"" shutdown or hang during shutdown in shutdownhang | WaitForSingleObjectEx | WaitForSingleObject | _PR_MD_WAIT_CV | _PR_WaitCondVar | PR_WaitCondVar | PR_Wait | mozilla::ReentrantMonitor::Wait ..  (password related)",critical
3941,"Using a theme hides minimize, maximize and close button in composer window [Mac]",major
3942,"Email address missing from ""From"" field on emails sent through Thunderbird 38 if the identityName pref was set",major
3943,fix obsolete -moz-background-origin and -moz-background-inline-policy in mail/themes/linux/mail/subscribe.css,trivial
3944,"chrome://messenger/content/folderDisplay.js, line 697: TypeError: this._savedColumnStates.correspondentCol is undefined",major
3945,crash in mozilla::net::BackgroundFileSaver::GetObserver(nsIBackgroundFileSaverObserver**),critical
3946,Advanced Preferences doesn't fit in the window on Retina displays on OS X 10.9,minor
3947,Trash folder duplication while using IMAP with localized TB,major
3948,crash in nsBiffEntry::`scalar deleting destructor''(unsigned int),critical
3949,crash in nsMsgComposeParams::GetIdentity(nsIMsgIdentity**) addresss Crash Address 0x5a5a5a5e,critical
3950,"resource:///modules/dbViewWrapper.js, line 560: SyntaxError: unreachable code after return statement",trivial
3951,"components/glautocomp.js, line 155: SyntaxError: unreachable code after return statement",trivial
3952,"After switching/changing the window layout, dragging the splitter between threadpane and messagepane can create gray/grey area/space (misplaced notificationbox)",minor
3954,Add-ons manager suggests already installed add-on (Lightning),minor
3955,"Missing Windows and Linux nightly builds, build step set props: previous_buildid fails",blocker
3956,crash in nsMsgFilterAfterTheFact::ContinueExecutionPrompt(),critical
3959,missing toolkit_perfmonitoring.xpt in aurora builds,blocker
3960,"Thunderbird hangs when sending mail, inserting link, in settings, ...",critical
3962,Configuration error under mailnews/intl (C-C TB): Script for generating charsetalias.properties.h does not exist ...,blocker
3963,Thunderbird startup crash in OOM | small.  Crash gone after deleting the global-messages-db  file,critical
3964,custom-strings.txt do not work in TB 38.0.1,minor
3965,lightning calendar didn't get installed when upgrading to thunderbird 38.0.1,blocker
3966,nsIScriptError.h:21 nsStringFwd.h:15:2: error: Internal string headers are not available from external-linkage code. after bug 1143006,blocker
3967,38.0.1 crashes in nvwgf2um.dll on start with HWA enabled for Quadro 1000M.,critical
3969,computer hangs when thunderbird 38 is running with HWA enabled for NVIDIA Quadro NVS 285,critical
3970,Addressee changes when clicking send,major
3971,thunderbird 38.0.1 freezes windows 7.  WFM with 38.2.0,critical
3973,Hangs during compose on replace of mispelled word using Canadian English dictionary,critical
3974,Hardware acceleration may cause message compose window to lag severely (in unknown circumstances),major
3975,"Thunderbird 38.1.0 hängt reproduzierbar nach ""Abrufen"" - hangs getting new mail.  WFM in 38.2.0",major
3977,Direct users to the Notification Center settings to disable badge of Dock Icon,trivial
3978,"Since latest update, Thunderbird crashes each time I open it. I Use Ubuntu.",critical
3980,Orphan directory /metro on user profile in OS X,trivial
3981,"Windows 10 closing tb with X not possible (minimize, maximize and close not working)",major
3983,"""anti-virus"" typo US/GB",trivial
3984,"Windows 8 crash in shutdownhang | CleanupPerAppKey | MsgWaitForMultipleObjectsEx | SHProcessMessagesUntilEventsEx(HWND__*, void**, unsigned long, unsigned long, unsigned long, unsigned long)",critical
3985,Thunderbird hangs when trying to attach a file,critical
3987,Almost all email flagged as junk,major
3991,browsing the add-ons close + hangs thunderbird,critical
3993,"ReferenceError: smtp is not defined when opening Troubleshooting Information, causing whole page to have no data",major
3994,Thunderbird not checking for mails and becomes unresponsive after hibernation (problem is caused by upgrade to Thunderbird 38.2.0),major
3995,attempted shutdown then crash in shutdownhang | libsystem_kernel.dylib@0x16166,critical
3996,Clicking mailto hyperlink in message window hangs Thunderbird 38.2. No problem in 42,critical
3997,"Port Bug 1181977 - Firefox app menu contains only ""Quit"" in certain edgecases (e.g. starting jsconsole before the main window) [Mac]",minor
3998,Wrong accesskey for  abCardOverlay.dtd -> AIM.label,minor
3999,"crash in NS_strlen(wchar_t const*), TB 38.1.0, Irish (ga-IE) locale",critical
4001,"Selection of messages cannot be moved to subfolders (maildir, starting with TB 38)",major
4003,"Lightning 4.0.2 doesn't install in Thunderbird 38.2.0, even using administrative mode",critical
4005,Language display in the status bar doesn't react when dictionaries are removed.,minor
4006,frequent hangs on Mac - looping reading cache file _CACHE_,critical
4007,Thunderbird spell checker flags null word,major
4009,comm-central will undoubtedly break when bug 589199 lands,blocker
4011,Unresponsive interface - lightning chrome.manifest not updated in 38.3.0,critical
4012,Inconsistent letter case and spacing in file abMainWindow.dtd,trivial
4013,"Nightly builds Help Menu ReleaseNotes Link gets '404 Whoops!""",minor
4014,Thunderbird hangs at random moments (linux),critical
4017,Thunderbird 38.3.0 is not responding after sleep-mode,critical
4018,Thunderbird build error: can't locate include file `PHeapSnapshotTempFileHelper.ipdl',blocker
4019,Trash folder deleted -> impossible to delete message,major
4020,Master Password bullets can be copied after entering in the password field,trivial
4021,Memory usage >1gb after about a week in safe mode (no addons) since TB38. Normal message activity. OK when using  37.0a1 2014-12-05,major
4022,IOError: [Errno 2] No such file or directory: objdir/dist/bin/platform.ini,major
4023,crash in NS_CycleCollectorSuspect3 coming from gloda,critical
4024,error: no matching function for call to 'NS_NewStreamLoader',blocker
4025,startup crash in nsComponentManagerImpl::RegisterModule,critical
4026,crash in shutdownhang | ConsoleCopyStringToBuffer,critical
4027,crash in nsLayoutUtils::ComputeSizeForDrawing,critical
4029,Thunderbird nvidia crashes on Windows 10 with hardware acceleration/hwa enabled/on,critical
4030,"mozmill run: Assertion failure: IsOuterWindow(), at /builds/slave/tb-c-cen-lx-d-0000000000000000/build/mozilla/dom/base/nsGlobalWindow.cpp:7678",blocker
4032,Thunderbird terminates unexpected by signal 15 on Mac,critical
4033,Spelling not updated in subject if language changed using the spelling button.,minor
4034,Remove EnumerateRead from comm-central (ldap and calendar),blocker
4035,Thunderbird crashes when opened attachment directory content is changed,critical
4036,"Port Bug 1228444 to comm-central, Rename DIST_FILES to FINAL_TARGET_PP_FILES",blocker
4037,Thunderbird won’t play sound on new message download if previous new messages count still  displayed in Dock icon,minor
4038,add MOZ_PACKAGE_JSSHELL variables to the release mozconfig - 43.0b1 build is failing,blocker
4039,Hamburger menu styling details,minor
4040,declare variables in mozmill/downloads/test-about-downloads.js,trivial
4042,css warning about linear-gradient in background-color,minor
4043,TB Linux build failure: Exception: graph server did not add results successfully [gtk3],blocker
4044,"""No tests run or test summary not found"" total mozmill failure on comm-esr Linux/Win",major
4046,Thunderbird beta 43 build3 fails,blocker
4048,crash in pt_PostNotifyToCvar,critical
4049,"Change ""View Certificates"" to ""Manage Certificates"" to get to Certificate Manager",minor
4050,quick filter bar color is missing,minor
4051,"Updating to 43 beta opens the ""Welcome to Daily"" page",major
4052,Port Bug 1220564 - Remove legacy array/generator comprehension for comm-central,blocker
4053,38.5.1 -- locks up,critical
4055,"crash [@ jemalloc_crash | arena_dalloc | free | moz_free | nsHtml5Portability::releaseString] when opening a message that has an attachment, scrolling the message, or scrolling through message list.",critical
4056,Advanced address book search fails with ReferenceError: encodeABTermValue is not defined in ABSearchDialog.js,major
4057,Links no longer created in compose in versions 45/46,major
4058,"Build bustage of Jan 21, 2016 in nsMsgComposeSecure.cpp caused by bug 1239455.",blocker
4059,Thunderbird xss while opening mails by performing a search,critical
4060,"Debug builds crash on startup: Assertion failure: mInUpdate (Ending update while not in update), at widget/cocoa/nsChildView.mm:2965",critical
4061,crash in shutdownhang | ZwClose,critical
4062,crash in shutdownhang | HashMgr::~HashMgr | HunspellImpl::~HunspellImpl |,critical
4063,crash in nsMsgLocalMailFolder::DeleteMessages,critical
4064,crash in RtlpWaitOnCriticalSection | GetLCIDFromLangListNodeWithLICCheck on Windows 7 [win7],critical
4065,crash in shutdownhang | NtUserGetMessage | NtUserGetMessage | NtUserGetMessage | WaitForCompletionMessage | DocumentPropertiesWThunk,critical
4066,IM/Chat tries to access non-existent file itemEnabledFader.png,minor
4067,Mail window cannot be moved/dragged any more.,major
4068,Carefully crafted spam forcing Thunderbird to display a remote/tracking image,critical
4069,Console message: Chrome file doesn't exist: ... editorOverlay.css,minor
4070,"""Save dialog"" on KDE shows Firefox icon",minor
4071,Unwanted attachments (Part 1.2.2) are sent for gmx accounts,major
4072,"The ""Insert link"" functionality urlencodes special characters, corrupting the given URL.",major
4074,"Several string fixes in msgSecurityInfo.properties, both for mail and suite",trivial
4075,"version 45.0 beta hangs for a minute or two ""Not Reponding"" when dragging or sending a message",major
4076,Automatic update via mozilla updater to 38.6.0 fails,major
4078,cannot read mails in Thunderbird - seems to be caused by Calendar update problem (already caused problems earlier - bug 1211291),major
4079,"""A News (NNTP) error occurred: nnrpd: error while loading shared libraries: libdb-4.7.so: cannot open shared object file: No such file or directory""",major
4080,crash in nsMsgI18NConvertFromUnicode,critical
4082,Thunderbird 38.6 crash unexpectedly - crash in arena_bin_nonfull_run_get | arena_malloc_small | arena_malloc | imalloc | je_malloc | js::MallocProvider<T>::pod_malloc<T>,critical
4083,Password Manager does not store Lightning CalDAV login (TB 38.6.0),major
4084,crash in shutdownhang | ntdll.dll@0x76bfc for Windows 10,critical
4085,"Dragging multiple non-contiguous selected messages from subject pane to a folder displays no visual feedback. (Mac, El Capitan)",minor
4086,Port Bug 1253016 - Remove legacy __defineGetter__/__defineSetter__ this behavior for c-c,blocker
4088,Clicking mailto: link within message hangs Thunderbird,critical
4090,User profile is deleted and replaced when upgrading from 38.6.0 to 38.7.1,critical
4091,Image insertion broken. Regression from M-C editor bug 1257363.,blocker
4094,Port Bug 1186060 - Build with Visual Studio 2015,blocker
4096,menuseparators in TB compose font picker are too short,minor
4097,"I always get a ""server timed out"" trying to get new mail (French version 38.7.2) Mac OS X",major
4098,"Thunderbird 45.0 hangs on start if user_pref(""extensions.lastAppVersion"", ""45.0""). Thunderbird.exe task running but no UI appears.  starts if user_pref(""extensions.lastAppVersion"", ""45.0"") 38.7.2 still starts",critical
4099,Fix typo in “Highest” priority item id: |list_priotity_highest| -> |list_priority_highest|,trivial
4101,Drag & Drop a contact name from Thunderbird address book (list view) to  address box in a new message “compose” window creates two instances of the address in the target address box.,major
4103,Composition tool bar freezes.   When image included.    Linux 32    Message goes to Drafts,critical
4104,Address Book Contact Drag & Drop to another address book not working,major
4106,Redirect the donation link in aboutDialog to https://donate.mozilla.org/en-US/thunderbird/about/,critical
4108,Port Bug 1035125 to im and mail. Remove sandboxbroker.dll from Installer,blocker
4109,Thunderbird won't launch,blocker
4112,Crash when changing text encoding of message/rfc822 attachment (opened in a stand-alone window) - [@ nsHtml5UTF16Buffer::hasMore ],critical
4113,Creating message from template is broken (UTF-8 not used),major
4114,The font picker in Thunderbird's compose window has font names needlessly indented,minor
4117,Thunderbird 47.0b1 beta automation relpack 7s Failed locales: nl,major
4119,Repeated attempts to Login to server imap.googlemail.com failed,major
4120,close Contacts sidebar in test-send-button.js,trivial
4121,Version number incorrectly shows as 38.8.0,minor
4122,"email failed to be listed in inbox, however, can be found in search tab",major
4123,Linux Crash in libnspr4.so@0x21a54 when opening message,critical
4124,Port bug 1281793 to c-c - Remove some non-used telemetry IDs,blocker
4125,Remove Alerts preferences and UI for OS X,minor
4126,Thunderbird 49.0b1 mac repacks failing,blocker
4127,SIGSEGV @ js::ConstraintTypeSet::sweep when archiving a message in Thunderbird,critical
4128,"Remove notifications.xul, notifications.dtd, newmailalert.* and alerts.totalOpenTime preference from OS X builds",trivial
4129,Adding new recipients is very slow,major
4130,"use menulist.value instead of menulist.selectedItem.getAttribute(""value"") in TB compose window",trivial
4131,Search does not remember the last item search for using CTRL-F or F3,minor
4133,Dropping new recipients into address widget is very slow,major
4134,addressingWidgetOverlay.js::awRemoveRecipients could iterate recipient elements faster,trivial
4136,message with malformed email address makes Thunderbird hang 100% CPU load,critical
4137,Pasting many recipients as a string into the composer recipient widget is very slow or fails,major
4138,"Fix Mailnews compiler warnings after they got upgraded to errors in bug 1292463 (Move MOZ_C{,XX}_SUPPORTS_WARNING to python configure)",blocker
4139,Port Bug 1296164 - Use the [must_use] property in nsIFile.idl,blocker
4140,Thunderbird 49.0b1 build4 fails on tooltool for windows repacks,blocker
4141,Thunderbird 49.0b1 mac repacks failing,blocker
4143,Crash in libgobject-2.0.so.0.3600.4@0x14361 after selecting an attachment with ui.allow_platform_file_picker set to true (false forces the default GTK UI). 38.x.x ESR works fine,critical
4145,"Massive Xpcshell failure in debug on all platforms: application crashed [@ nsWeakReference::QueryReferent(nsID const &,void * *)]",major
4146,No focus in message composition window.  Focus is in main window,major
4147,Typo in nsMsgThreadDBView setting view flags,minor
4148,"Red addresses if there is not a matching address, and trailing space is the only difference",minor
4150,Remove orphan alerts.slideIncrementTime,trivial
4152,Crash in mozilla::layers::LayerManager::LayerUserDataDestroy [Mac],critical
4155,Thunderbird freezes for a minute or two even in safe mode,major
4157,Crash in shutdownhang | libpthread-2.23.so@0xd3b0 when closing thunderbird (password related - Linux),critical
4158,"Port Bug 1315812 | Mark nsISupportsArray, nsICollection, nsIEnumerator as deprecated| to Mailnews: error C2220: warning treated as error -  warning C4996: 'nsICollection': was declared deprecated",blocker
4159,Add accesskey for Folder Pane Toolbar,minor
4160,"Menu ""help/release notes"" in TB 45.5.0 sends to a 404 page",minor
4162,"Empty mails from year 1970 created when moving mails between local folders using the ""Move To"" button on the ""Search messages"" panel (porting SeaMonkey Bug 1133212 to Thunderbird is needed)",major
4165,Download manager search is case sensitive,minor
4167,Twitter account isn't removed when choosing to remove data,major
4168,"Read out-of-bounds, crash and permanent DOS importing corrupted calendar file via libical binary",critical
4169,"need accesskey for ""Close"" button in find and replace when composing message",minor
4170,Height of list header is too small with HiDPI on GTK3,minor
4172,[__NSDictionaryM UTF8String]: unrecognized selector crash when changing folder (Mac 10.12 sierra),critical
